Unnamed: 0,product_name,category,categoryRank,noRatings,cost,product_url
95,Pelican - Marine Series Waterproof Floating Phone Pouch (Regular Size) - Universal Compatibility -,Amazon Launchpad,#16,"1,358",$15.99 - $59.99,https://www.amazon.com/Pelican-Waterproof-Floating-Universal-Compatibility/dp/B0B3T7QFH3/ref=cm_cr_arp_d_product_top?ie=UTF8
96,Califia Farm,Amazon Launchpad,#17,"12,754",$21.48 - $54.00,https://www.amazon.com/Califia-Farms-Farm/dp/B09D22FPYL/ref=cm_cr_arp_d_product_top?ie=UTF8
97,"Vita Coco Coconut Water, Pure Organic Natural Hydrating Electrolyte Drink",Amazon Launchpad,#18,"14,854",$13.76 - $40.99,https://www.amazon.com/Vita-Coco-Coconut-Hydrating-Electrolyte/dp/B08633FHCB/ref=cm_cr_arp_d_product_top?ie=UTF8
98,OLLY Women's Multivitamin Gummy,Amazon Launchpad,#19,"31,032",$11.98 - $37.99,https://www.amazon.com/OLLY-Womens-Multivitamin-Gummy/dp/B0B5FQPG98/ref=cm_cr_arp_d_product_top?ie=UTF8
99,"OLLY Gummy Products for Hair, Skin, Nails",Amazon Launchpad,#20,"24,031",$12.49 - $44.99,https://www.amazon.com/OLLY-Gummy-Products-Hair-Nails/dp/B0B3YWPGCH/ref=cm_cr_arp_d_product_top?ie=UTF8
100,"b.tan Self Tanner | 100% Natural, Fast, 1 Hour Sunless Tanner Mousses, No Gimmicks, No Fake Tan Smell, No Added Nasties, Vegan, Cruelty & Paraben Free, 6.7 Fl Oz",Amazon Launchpad,#21,"22,527",$4.39 - $22.90,https://www.amazon.com/Natural-Sunless-Mousses-Gimmicks-Nasties/dp/B07CMH6RJW/ref=cm_cr_arp_d_product_top?ie=UTF8
101,"Avarelle Pimple Patches (40 Count) Hydrocolloid Acne Cover Patches & Acne Clearing Device | Zit Patches for Blemishes, Zits and Breakouts with Tea Tree, Calendula and Cica Oil for Face | Vegan, Cruelty Free Certified, Carbonfree Certified (40 PATCHES)",Amazon Launchpad,#22,"66,627",$8.49,https://www.amazon.com/Avarelle-Cover-Patch-Hydrocolloid-Calendula/dp/B075QNC39Q/ref=cm_cr_arp_d_product_top?ie=UTF8
102,OLLY,Amazon Launchpad,#23,"20,248",$12.09 - $35.99,https://www.amazon.com/OLLY/dp/B0B46YRX6Z/ref=cm_cr_arp_d_product_top?ie=UTF8
103,"OLLY Hello Happy, 60ct",Amazon Launchpad,#24,"18,762",$12.59 - $42.50,https://www.amazon.com/OLLY-Hello-Happy-60ct/dp/B0B58DSKG5/ref=cm_cr_arp_d_product_top?ie=UTF8
104,TubShroom The Revolutionary Tub Drain Protector Hair,Amazon Launchpad,#25,"109,134",$12.95 - $21.99,https://www.amazon.com/TubShroom-Revolutionary-Drain-Protector-Hair/dp/B07NL1HTPT/ref=cm_cr_arp_d_product_top?ie=UTF8
105,ALOHA Organic Plant Based Protein Bars,Amazon Launchpad,#26,"1,606",$22.49 - $45.25,https://www.amazon.com/ALOHA-Organic-Plant-Based-Protein/dp/B08FFNF2XZ/ref=cm_cr_arp_d_product_top?ie=UTF8
106,SHEETS LAUNDRY CLUB LAUNDRY_DETERGENT,Amazon Launchpad,#27,"11,379",$16.65 - $62.99,https://www.amazon.com/SHEETS-LAUNDRY-CLUB-LAUNDRY_DETERGENT/dp/B0B7LC848X/ref=cm_cr_arp_d_product_top?ie=UTF8
107,"AFreschi Turkey Tendon Dog Treats, Premium All-Natural, Hypoallergenic, Dog Chew Treat, Easy to Digest, Alternative to Rawhide, Ingredient Sourced from USA (Large)",Amazon Launchpad,#28,"20,148",$14.49 - $129.00,https://www.amazon.com/All-Natural-Hypoallergenic-Long-Lasting-Alternative-Ingredient/dp/B07L39RHHC/ref=cm_cr_arp_d_product_top?ie=UTF8
108,"(50 Pcs) Fidget Toys Pack Party Favors Kids, Sensory Toys Autism Autistic Children, Classroom Treasure Box Chest Prizes Pinata Stuffer Gifts Pop It Figet, Small Mini Bulk Toy Popit Figit Carnival ADHD",Amazon Launchpad,#29,"9,424",$29.95,https://www.amazon.com/Zen-Laboratory-Spinners-Infinity-Autistic/dp/B0973R7JMP/ref=cm_cr_arp_d_product_top?ie=UTF8
109,SHASHIBO Shape Shifting Box,Amazon Launchpad,#30,"37,384",$25.00 - $299.00,https://www.amazon.com/Shashibo-SHASHIBO-Shape-Shifting-Box/dp/B09NTXBJDM/ref=cm_cr_arp_d_product_top?ie=UTF8
110,Silonn Ice Maker,Appliances,#1,"8,883",$105.99 - $119.99,https://www.amazon.com/Silonn-Ice-Maker/dp/B09BW71ZHK/ref=cm_cr_arp_d_product_top?ie=UTF8
111,"AGLUCKY Counter top Ice Maker Machine,Compact Automatic Ice Maker,9 Cubes Ready in 6-8 Minutes,Portable Ice Cube Maker with Scoop and Basket,Perfect For Home/Kitchen/Office/Bar",Appliances,#2,"15,087",$99.99 - $139.99,https://www.amazon.com/AGLUCKY-Counter-Machine-Automatic-Portable/dp/B08L97G5TF/ref=cm_cr_arp_d_product_top?ie=UTF8
112,Euhomy Ice Maker Portable Ice Makers,Appliances,#3,"11,368",$139.99 - $149.99,https://www.amazon.com/Euhomy-Ice-Maker-Portable-Makers/dp/B09KL1GPY7/ref=cm_cr_arp_d_product_top?ie=UTF8
113,"Ice Machine Cleaner and Descaler 16 fl oz, Nickel Safe Descaler | Ice Maker Cleaner Compatible with All Major Brands (Scotsman, KitchenAid, Affresh) - Made in USA by Essential Values",Appliances,#4,"1,971",$19.49 - $49.99,https://www.amazon.com/Machine-Descaler-Compatible-Scotsman-KitchenAid/dp/B09MW79GWY/ref=cm_cr_arp_d_product_top?ie=UTF8
114,"Euhomy Ice Maker Machine Countertop, 26Lbs/24H Compact Ice Maker.",Appliances,#5,"1,903",$114.99 - $119.99,https://www.amazon.com/Euhomy-Machine-Countertop-Compact-Maker/dp/B0B4P1M4JL/ref=cm_cr_arp_d_product_top?ie=UTF8
115,Broan-NuTone,Appliances,#6,"17,856",$51.80 - $416.24,https://www.amazon.com/Broan-NuTone/dp/B0B6HW9JJ2/ref=cm_cr_arp_d_product_top?ie=UTF8
116,"FRIGIDAIRE EFIC189-Silver Compact Ice Maker, 26 lb per Day, Silver (Packaging May Vary)",Appliances,#7,"11,481",$125.44,https://www.amazon.com/FRIGIDAIRE-EFIC189-Silver-Compact-Silver-Packaging/dp/B075QP7SCP/ref=cm_cr_arp_d_product_top?ie=UTF8
117,GE Profile Opal | Countertop Nugget Ice Maker | Portable Ice Machine Complete with Bluetooth Connectivity | Smart Home Kitchen Essentials | Stainless Steel Finish,Appliances,#8,"17,826",$479.00 - $529.99,https://www.amazon.com/GE-Countertop-Bluetooth-Connectivity-Essentials/dp/B09YXFTWJS/ref=cm_cr_arp_d_product_top?ie=UTF8
118,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door Mini Fridge, Adjustable Thermostat, Mini Refrigerator for Dorm, Office, Bedroom, Black-BR321",Appliances,#9,596,$195.97,https://www.amazon.com/Upstreman-Adjustable-Thermostat-Refrigerator-Black-BR321/dp/B09RWFZTWW/ref=cm_cr_arp_d_product_top?ie=UTF8
119,"Electactic Ice Maker, Commercial Ice Machine",Appliances,#10,598,"$89.99 - $1,191.96",https://www.amazon.com/Electactic-Ice-Maker-Commercial-Machine/dp/B0B4RWT42C/ref=cm_cr_arp_d_product_top?ie=UTF8
120,hOmeLabs Portable Ice Maker Machine for Counter Top - Makes 26 lbs of Ice per 24 Hours - Ice Cubes Ready in 8-10 Minutes - Electric Ice Making Machine with Ice Scoop and 1.5 lb Ice Storage - Silver,Appliances,#11,"5,739",$94.49,https://www.amazon.com/hOmeLabs-Portable-Maker-Machine-Countertop/dp/B071J2LSQS/ref=cm_cr_arp_d_product_top?ie=UTF8
121,Front Load Washer Mold and Odor Prevention Rescue Your Washing Machine Helps your Washer Dry Properly to Prevent Odors,Appliances,#12,167,$15.99,https://www.amazon.com/Prevention-Washing-Machine-Properly-Prevent/dp/B093G5ZJ5H/ref=cm_cr_arp_d_product_top?ie=UTF8
122,Frigidaire EFR182 1.6 cu ft Stainless Steel Mini Fridge. Perfect for Home or The Office,Appliances,#13,711,$160.10 - $569.96,https://www.amazon.com/Frigidaire-EFR182-Stainless-Fridge-Perfect/dp/B09MGT2M78/ref=cm_cr_arp_d_product_top?ie=UTF8
123,Arctic King 7.0 cu ft Chest Freezer in Black,Appliances,#14,"1,052",$265.00,https://www.amazon.com/Arctic-King-Chest-Freezer-Black/dp/B07TM5FCSD/ref=cm_cr_arp_d_product_top?ie=UTF8
124,5812C ice Makers countertop,Appliances,#15,"3,701",$159.99 - $189.99,https://www.amazon.com/FREE-VILLAGE-5812C-Makers-countertop/dp/B09ZDXYH3Z/ref=cm_cr_arp_d_product_top?ie=UTF8
125,"Midea MRC070S0AWW Chest Freezer, Freezer With Removable Basket, Adjustable Temperature, For Kitchen Apartment Office",Appliances,#16,"8,434",$299.00 - $899.00,https://www.amazon.com/Midea-MRC070S0AWW-Removable-Adjustable-Temperature/dp/B0B4YS19SH/ref=cm_cr_arp_d_product_top?ie=UTF8
126,"Igloo ICEBNH26SSWL Steel Automatic Self-Cleaning Portable Electric Countertop Ice Maker Machine, 26 Pounds in 24 Hours, 9 Cubes Ready in 7 minutes, With Scoop and Basket,",Appliances,#17,"2,532",$99.99 - $129.99,https://www.amazon.com/ICEBNH26SSWL-Automatic-Self-Cleaning-Portable-Countertop/dp/B08VCZ438B/ref=cm_cr_arp_d_product_top?ie=UTF8
127,GE Profile Opal | Countertop Nugget Ice Maker | 2.0 Version,Appliances,#18,588,$529.00 - $629.00,https://www.amazon.com/GE-Profile-Countertop-Nugget-Version/dp/B09SM3R3GL/ref=cm_cr_arp_d_product_top?ie=UTF8
128,Broan-NuTone Under-Cabinet Convertible Range Hood,Appliances,#19,"6,989",$62.00 - $410.72,https://www.amazon.com/Broan-NuTone-Under-Cabinet-Convertible-Range-Hood/dp/B0B1JCXN1N/ref=cm_cr_arp_d_product_top?ie=UTF8
129,Gevi Household Countertop Nugget Ice Maker GIMN-1102,Appliances,#20,615,$459.98 - $869.90,https://www.amazon.com/Gevi-Countertop-Nugget-Ice-Maker/dp/B09QRZMDHC/ref=cm_cr_arp_d_product_top?ie=UTF8
131,"Thereye Countertop Nugget Ice Maker, Pebble Ice Maker Machine, 30lbs Per Day, 2 Ways Water Refill, 3Qt Water Reservoir & Self-Cleaning, Stainless Steel Finish Ice Machine for Home Office Bar Party",Appliances,#22,330,$399.99,https://www.amazon.com/Thereye-Countertop-Portable-Self-Cleaning-Stainless/dp/B09MVV717N/ref=cm_cr_arp_d_product_top?ie=UTF8
132,"Proctor Silex Plate, Adjustable Temperature, Compact and Portable",Appliances,#23,"1,807",$19.99 - $35.99,https://www.amazon.com/Proctor-Silex-Adjustable-Temperature-Portable/dp/B09T6KM6RC/ref=cm_cr_arp_d_product_top?ie=UTF8
133,Broan-NuTone 24-inch Under-Cabinet Range Hood with 2-Speed Exhaust Fan and Light,Appliances,#24,"4,918",$59.95 - $290.93,https://www.amazon.com/Broan-NuTone-24-inch-Under-Cabinet-2-Speed-Exhaust/dp/B0B1J1QL81/ref=cm_cr_arp_d_product_top?ie=UTF8
134,"Ice Maker Countertop, Fast ice Making in 6 Mins, 26.5lbs/24Hrs 9 Bullet Ice, Portable Ice Maker Machine with Self-Cleaning, Ice Scoop and Basket, Bullet-Shaped Ice Maker for Home/Kitchen/Office/Party",Appliances,#25,910,$149.99 - $169.99,https://www.amazon.com/Countertop-26-5lbs-Portable-Self-Cleaning-Bullet-Shaped/dp/B0B49ZSDFP/ref=cm_cr_arp_d_product_top?ie=UTF8
135,"COMFEE' Portable Dishwasher Countertop, Mini Dishwasher with 5L Built-in Water Tank, No Hookup Needed, 6 Programs, 360° Dual Spray, 192℉ High-Temp& Air-Dry Function, Dishwasher for Apartments& RVs",Appliances,#26,523,$279.99 - $369.99,https://www.amazon.com/COMFEE-Dishwasher-Countertop-High-Temp-Apartments/dp/B0B78B1JC6/ref=cm_cr_arp_d_product_top?ie=UTF8
136,"Fresheracc Fridge Freezer Refrigerator Cabinet Lock Latch, (2 Packs) Adjustable French Door Guard for Toddlers Children Kids Special Needs, No Drill No Screw No Adhesive",Appliances,#27,"2,818",$10.95 - $13.95,https://www.amazon.com/Fresheracc-Refrigerator-Adjustable-Toddlers-Children/dp/B08BLDZYZK/ref=cm_cr_arp_d_product_top?ie=UTF8
137,"Just Like Home Stand Mixer, Multicolor",Appliances,#28,"1,888",$129.99 - $149.19,https://www.amazon.com/Just-Like-Stand-Mixer-Multicolor/dp/B09LTXRGG9/ref=cm_cr_arp_d_product_top?ie=UTF8
138,"ecozy Portable Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26.5 lbs in 24 Hours, Self-Cleaning Ice Maker Machine with Ice Bags/Ice Scoop/Ice Basket for Home Kitchen Office Bar Party, Silver",Appliances,#29,99,$105.99,https://www.amazon.com/ecozy-Portable-Countertop-Self-Cleaning-Machine/dp/B09YLTJB7L/ref=cm_cr_arp_d_product_top?ie=UTF8
139,"SPACEKEEPER Furniture Dolly Mobile Roller, Extendable Appliance Rollers Mobile Washing Machine Base",Appliances,#30,506,$24.99,https://www.amazon.com/SPACEKEEPER-Furniture-Extendable-Appliance-Rollers/dp/B09JFJRN42/ref=cm_cr_arp_d_product_top?ie=UTF8
140,Minecraft,Apps & Games,#1,"129,839",$6.99,https://www.amazon.com/Mojang-Minecraft/dp/B00992CF6W/ref=cm_cr_arp_d_product_top?ie=UTF8
141,Toca Life: Hospital,Apps & Games,#2,"4,169",$3.99,https://www.amazon.com/Toca-Boca-Life-Hospital/dp/B06Y36DBZX/ref=cm_cr_arp_d_product_top?ie=UTF8
142,Race: Draw & Win,Apps & Games,#3,62,$6.99,https://www.amazon.com/Mango-Tango-Games-Race-Draw/dp/B0B1CBZZY3/ref=cm_cr_arp_d_product_top?ie=UTF8
143,Scary Teacher 3D,Apps & Games,#4,"6,660",$0.99,https://www.amazon.com/Scary-Dudes-Teacher-3D/dp/B07YQ1YTQX/ref=cm_cr_arp_d_product_top?ie=UTF8
144,Run&Clash,Apps & Games,#5,345,$6.99,https://www.amazon.com/Hit-Games-Run-Clash/dp/B09N9D7HS6/ref=cm_cr_arp_d_product_top?ie=UTF8
145,Idle Gunners,Apps & Games,#6,239,$7.99,https://www.amazon.com/Pop-Hype-Games-Idle-Gunners/dp/B09R7W2J3J/ref=cm_cr_arp_d_product_top?ie=UTF8
146,Cats 3D Robots,Apps & Games,#7,300,$9.00,https://www.amazon.com/Andrewi-Games-Cats-3D-Robots/dp/B09LJ14DVS/ref=cm_cr_arp_d_product_top?ie=UTF8
147,Geometry Dash,Apps & Games,#8,"18,958",$1.99,https://www.amazon.com/RobTop-Games-Geometry-Dash/dp/B00EDTSKLU/ref=cm_cr_arp_d_product_top?ie=UTF8
148,Mr. Shooter: Silence mode,Apps & Games,#9,22,$6.99,https://www.amazon.com/Mango-Tango-Games-Mr-Shooter/dp/B0B2QDGXW8/ref=cm_cr_arp_d_product_top?ie=UTF8
149,Hole Protector,Apps & Games,#10,20,$6.99,https://www.amazon.com/Irifun-Hole-Protector/dp/B09XVG1VGD/ref=cm_cr_arp_d_product_top?ie=UTF8
150,Crazy Going Ball Slide Ball,Apps & Games,#11,24,$1.99,https://www.amazon.com/Crazy-Going-Ball-Slide/dp/B09NSKZXM7/ref=cm_cr_arp_d_product_top?ie=UTF8
151,Twerk Star: Run and Jiggle,Apps & Games,#12,76,$6.99,https://www.amazon.com/Twerk-Star-Run-and-Jiggle/dp/B09X76T64L/ref=cm_cr_arp_d_product_top?ie=UTF8
152,Epic Slingshot 3D,Apps & Games,#13,244,$7.99,https://www.amazon.com/Andrewi-Games-Epic-Slingshot-3D/dp/B09LMM5KS1/ref=cm_cr_arp_d_product_top?ie=UTF8
153,Stick Invaders,Apps & Games,#14,157,$7.99,https://www.amazon.com/Pop-Hype-Games-Stick-Invaders/dp/B09SLX9HWT/ref=cm_cr_arp_d_product_top?ie=UTF8
154,Hero Equip,Apps & Games,#15,58,$5.99,https://www.amazon.com/Irifun-Hero-Equip/dp/B09XVC4WCP/ref=cm_cr_arp_d_product_top?ie=UTF8
155,Toca Life: Vacation,Apps & Games,#16,"1,580",$3.99,https://www.amazon.com/Toca-Boca-Life-Vacation/dp/B01H0PMDCA/ref=cm_cr_arp_d_product_top?ie=UTF8
156,Toca Life: Neighborhood,Apps & Games,#17,"1,689",$3.99,https://www.amazon.com/Toca-Boca-Life-Neighborhood/dp/B07JBH26H7/ref=cm_cr_arp_d_product_top?ie=UTF8
157,Squash It 3D,Apps & Games,#18,238,$7.99,https://www.amazon.com/Andrewi-Games-Squash-It-3D/dp/B09M3R3YJR/ref=cm_cr_arp_d_product_top?ie=UTF8
158,Ragdoll Bones Breaker,Apps & Games,#19,29,$8.99,https://www.amazon.com/Shayan-HC-Games-Ragdoll-Breaker/dp/B09YJ1YDS1/ref=cm_cr_arp_d_product_top?ie=UTF8
159,Five Nights at Freddy's,Apps & Games,#20,"11,304",$2.99,https://www.amazon.com/Scott-Cawthon-Five-Nights-Freddys/dp/B00N1HONIO/ref=cm_cr_arp_d_product_top?ie=UTF8
160,Toca Kitchen 2,Apps & Games,#21,"6,684",$2.99,https://www.amazon.com/Toca-Boca-Kitchen-2/dp/B00ZU33BBC/ref=cm_cr_arp_d_product_top?ie=UTF8
161,Termit Attack,Apps & Games,#22,6,$8.99,https://www.amazon.com/Cool-Games-HC-Termit-Attack/dp/B09TQ1YM7R/ref=cm_cr_arp_d_product_top?ie=UTF8
162,Bloons TD 6,Apps & Games,#23,"2,500",$4.99,https://www.amazon.com/Ninja-Kiwi-Bloons-TD-6/dp/B07DXGT5C4/ref=cm_cr_arp_d_product_top?ie=UTF8
163,Fan Defence,Apps & Games,#24,52,$7.00,https://www.amazon.com/Irifun-Fan-Defence/dp/B09WW2Z6KJ/ref=cm_cr_arp_d_product_top?ie=UTF8
164,Battle of Pocket Tanks,Apps & Games,#25,227,$7.99,https://www.amazon.com/Vaveda-Games-LLC-Battle-Pocket/dp/B09HCQ3JKF/ref=cm_cr_arp_d_product_top?ie=UTF8
165,Just Snowboard Adventure Party,Apps & Games,#26,136,$5.99,https://www.amazon.com/BaiLu77-Just-Snowboard-Adventure-Party/dp/B09RQXKYVM/ref=cm_cr_arp_d_product_top?ie=UTF8
166,Spin Your Weapon and Shoot Aim,Apps & Games,#27,188,$8.00,https://www.amazon.com/Spin-Your-Weapon-Shoot-Aim/dp/B09K8KCBGV/ref=cm_cr_arp_d_product_top?ie=UTF8
167,Toca Life: Office,Apps & Games,#28,"1,619",$3.99,https://www.amazon.com/Toca-Boca-Life-Office/dp/B075SDWYLQ/ref=cm_cr_arp_d_product_top?ie=UTF8
168,Gravity Master 3D,Apps & Games,#29,206,$7.99,https://www.amazon.com/Vira-Games-Inc-Gravity-Master/dp/B09P2Z8JVL/ref=cm_cr_arp_d_product_top?ie=UTF8
169,Jet Man 3D,Apps & Games,#30,189,$7.99,https://www.amazon.com/Vira-Games-Inc-Jet-Man/dp/B09P37BB7N/ref=cm_cr_arp_d_product_top?ie=UTF8
170,"Elmer's Disappearing Purple School Glue Sticks, Washable, 6 Grams, 12 Count","Arts, Crafts & Sewing",#1,"15,291",$1.44 - $15.09,https://www.amazon.com/Elmers-Disappearing-Purple-School-Washable/dp/B0B8L1TRM9/ref=cm_cr_arp_d_product_top?ie=UTF8
171,EASTHILL Big Capacity Pencil Pen Case Office College School Large Storage High Capacity Bag Pouch Holder Box Organizer Blue New Arrival,"Arts, Crafts & Sewing",#2,"32,761",$13.99 - $14.99,https://www.amazon.com/EASTHILL-Capacity-Organizer-Storage-Journal/dp/B07XY35M94/ref=cm_cr_arp_d_product_top?ie=UTF8
172,Elmer's Disappearing Purple School Glue Sticks,"Arts, Crafts & Sewing",#3,"27,371",$8.20 - $76.97,https://www.amazon.com/Elmers-Disappearing-Purple-School-Sticks/dp/B0B7XMXJ36/ref=cm_cr_arp_d_product_top?ie=UTF8
173,"Elmer's Disappearing Purple School Glue Sticks, Washable","Arts, Crafts & Sewing",#4,"7,269",$1.99 - $73.48,https://www.amazon.com/Elmers-Disappearing-Purple-School-Washable/dp/B0B8KSPN4D/ref=cm_cr_arp_d_product_top?ie=UTF8
174,Apple Barrel Acrylic Paint in Assorted Colors,"Arts, Crafts & Sewing",#5,"23,115",$0.50 - $58.18,https://www.amazon.com/Apple-Barrel-Acrylic-Assorted-Colors/dp/B09NZDFPP9/ref=cm_cr_arp_d_product_top?ie=UTF8
175,Crayola Crayons 24 ct (Pack of 2),"Arts, Crafts & Sewing",#6,"8,976",$6.20,https://www.amazon.com/Crayola-crayola-Crayons-24-Pack/dp/B0096XWNNY/ref=cm_cr_arp_d_product_top?ie=UTF8
176,Paper Mate Flair Felt Tip Pens,"Arts, Crafts & Sewing",#7,"57,243",$11.99 - $53.97,https://www.amazon.com/Paper-Mate-Flair-Felt-Pens/dp/B0B1VM6QKD/ref=cm_cr_arp_d_product_top?ie=UTF8
177,"ARTIKA Sewing Kit for Adults and Kids - Small Beginner Set w/Multicolor Thread, Needles, Scissors, Thimble & Clips - Emergency Repair and Travel Kits - Sewing Accessories and Supplies","Arts, Crafts & Sewing",#8,"21,246",$5.52,https://www.amazon.com/Thread-for-sewing-kit-for-adults-sewing-supplies-sewing-accessories/dp/B073YKW2ZZ/ref=cm_cr_arp_d_product_top?ie=UTF8
178,"Chalk Markers - 8 Vibrant Colors, Erasable, Non-Toxic, Water-Based, Reversible Tips, Bright Colors For Kids & Adults for Glass or Chalkboard Markers for Businesses, Restaurants, or Use Liquid Chalk Markers on Any Non-Porous Surface","Arts, Crafts & Sewing",#9,"14,270",$8.72,https://www.amazon.com/Chalk-Markers-Water-Based-Reversible-Restaurants/dp/B07QF31BNY/ref=cm_cr_arp_d_product_top?ie=UTF8
179,"Amazon Basics Multipurpose, Comfort Grip, Titanium Fused, Stainless Steel Office Scissors","Arts, Crafts & Sewing",#10,"40,330",$6.10 - $13.81,https://www.amazon.com/AmazonBasics-Multipurpose-Titanium-Stainless-Scissors/dp/B08CBKTGVY/ref=cm_cr_arp_d_product_top?ie=UTF8
180,ANGOOBABY Large Pencil Case Big Capacity 3 Compartments Canvas Pencil Pouch for Teen Boys Girls School Students,"Arts, Crafts & Sewing",#11,"5,923",$7.99 - $10.99,https://www.amazon.com/ANGOOBABY-Pencil-Capacity-Compartments-Students/dp/B081Y2J4VL/ref=cm_cr_arp_d_product_top?ie=UTF8
181,Bostitch 3-Hole Punch,"Arts, Crafts & Sewing",#12,"42,688",$7.19 - $37.97,https://www.amazon.com/Bostitch-3-Hole-Punch/dp/B09NPLNK21/ref=cm_cr_arp_d_product_top?ie=UTF8
182,"Scissors, iBayam 8"" Multipurpose Scissors Bulk Ultra Sharp Shears, Comfort-Grip Sturdy Scissors for Office Home School Sewing Fabric Craft Supplies, Right/Left Handed, 3-Pack","Arts, Crafts & Sewing",#13,"55,440",$7.99 - $12.99,https://www.amazon.com/Scissors-iBayam-Multipurpose-Comfort-Grip-Supplies/dp/B09QCTCLH2/ref=cm_cr_arp_d_product_top?ie=UTF8
183,"Tru-Ray Construction Paper, 10 Classic Colors","Arts, Crafts & Sewing",#14,"1,867",$2.39 - $25.95,https://www.amazon.com/Tru-Ray-Construction-Paper-Classic-Colors/dp/B097WSDFQV/ref=cm_cr_arp_d_product_top?ie=UTF8
184,"Soft Tape Measure Double Scale Body Sewing Flexible Ruler for Weight Loss Medical Body Measurement Sewing Tailor Craft Vinyl Ruler, Has Centimetre Scale on Reverse Side 60-inch（White）","Arts, Crafts & Sewing",#15,"50,075",$4.49,https://www.amazon.com/Measure-Flexible-Measurement-Centimetre-60-inch%EF%BC%88White%EF%BC%89/dp/B07MT89MCW/ref=cm_cr_arp_d_product_top?ie=UTF8
185,Cricut Smart Vinyl Permanent - 13in x 3ft - Vinyl for Permanent/Outdoor Decal Projects - Compatible with Cricut Explore 3/Maker 3,"Arts, Crafts & Sewing",#16,"4,233",$3.79 - $55.27,https://www.amazon.com/Cricut-Smart-Vinyl-Permanent-Compatible/dp/B0B1GWSXBF/ref=cm_cr_arp_d_product_top?ie=UTF8
186,Elmer's All Purpose School Glue Sticks,"Arts, Crafts & Sewing",#17,"32,021",$16.24 - $69.70,https://www.amazon.com/Elmers-Purpose-School-Glue-Sticks/dp/B0967HZN6Y/ref=cm_cr_arp_d_product_top?ie=UTF8
187,Sooez High Capacity Pencil Case,"Arts, Crafts & Sewing",#18,"6,459",$13.49 - $14.49,https://www.amazon.com/Sooez-High-Capacity-Pencil-Case/dp/B095K6N7MF/ref=cm_cr_arp_d_product_top?ie=UTF8
188,Elmer's Extra Strength Glue Sticks,"Arts, Crafts & Sewing",#19,"4,084",$5.14 - $32.32,https://www.amazon.com/Elmers-Extra-Strength-Glue-Sticks/dp/B0B6PZ11QH/ref=cm_cr_arp_d_product_top?ie=UTF8
189,"Horizon Group USA Paint Brushes - Assorted Sizes, Set of 250, Assorted","Arts, Crafts & Sewing",#20,"3,299",$5.99 - $24.99,https://www.amazon.com/Horizon-Group-USA-Paint-Brushes/dp/B08KKXVBTB/ref=cm_cr_arp_d_product_top?ie=UTF8
190,Fiskars 12-94587096J Back to School Supplies Student Kids Scissors,"Arts, Crafts & Sewing",#21,"3,151",$4.16 - $12.99,https://www.amazon.com/Fiskars-12-94587096J-Supplies-Student-Scissors/dp/B0B5V48GHT/ref=cm_cr_arp_d_product_top?ie=UTF8
191,18 Colors Journal Planner Markers Colored Markers Fine Point Drawing Markers Porous Fineliner Marker for Bullet Journaling Writing Note Taking Calendar Teachers Students Supplies,"Arts, Crafts & Sewing",#22,"84,041",$7.99 - $15.99,https://www.amazon.com/Fineliner-Journaling-Calendar-Teachers-Students/dp/B0B4NSKK26/ref=cm_cr_arp_d_product_top?ie=UTF8
192,"Cricut Standard Grip Mat, 12""x24"", 2 Mats","Arts, Crafts & Sewing",#23,"25,843",$7.29 - $29.54,https://www.amazon.com/Cricut-Standard-Grip-Mat-Mats/dp/B07CSS3F58/ref=cm_cr_arp_d_product_top?ie=UTF8
193,"Crayola Black Construction Paper, Premium Art Supplies, Standard Size, 50 Count","Arts, Crafts & Sewing",#24,"5,562",$4.99 - $28.00,https://www.amazon.com/Crayola-Construction-Premium-Supplies-Standard/dp/B08CYSDZ49/ref=cm_cr_arp_d_product_top?ie=UTF8
194,"Coquimbo Sewing Kit for Traveler, Adults, Beginner, Emergency, DIY Sewing Supplies Organizer Filled with Scissors, Thimble, Thread, Sewing Needles, Tape Measure etc","Arts, Crafts & Sewing",#25,"23,241",$5.94 - $9.99,https://www.amazon.com/Coquimbo-Traveler-Beginner-Emergency-Organizer/dp/B07MXR33H2/ref=cm_cr_arp_d_product_top?ie=UTF8
195,VELCRO Brand - Industrial Strength,"Arts, Crafts & Sewing",#26,"1,094",$3.19 - $46.24,https://www.amazon.com/VELCRO-Brand-Velcro-Industrial-Strength/dp/B07FQ1BTR4/ref=cm_cr_arp_d_product_top?ie=UTF8
196,EASTHILL Large Capacity Pencil Case Multi-slot Pen Bag Pouch Holder For Middle High School Office College Girl Adult Simple Storage Case,"Arts, Crafts & Sewing",#27,"24,117",$7.99 - $13.99,https://www.amazon.com/EASTHILL-Capacity-Organizer-Storage-Journal/dp/B082SV83HX/ref=cm_cr_arp_d_product_top?ie=UTF8
